"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Burundi","BDI","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.99224043","2.26325011","1.96602821","1.52259386","3.01665855","3.1109511","3.98531022","4.27070538","3.08299003","4.26689718","4.6018185","7.80814716","6.68341097","3.93496051","7.54282647","7.29648897","5.37748774","","","",
"Belgium","BEL","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1473.17987436","1511.46792784","1643.16070188","2220.84281817","2639.84608935","2740.39112387","2825.50337936","3221.99325013","3701.93236457","3708.48888186","3614.44510184","3945.33018177","3755.43440988","3962.99810773","4065.82417827","3417.48293754","3489.87140421","","","",
"Benin","BEN","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.12733772","4.79890429","4.15239487","4.71764763","5.83362491","5.6162233","6.15353674","5.75042862","6.30948101","8.10406904","7.5016142","8.98460844","8.5515817","9.56451099","7.42005711","6.30155659","6.24369641","","","",
"Burkina Faso","BFA","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.45210284","2.59290602","3.10288191","3.66381843","7.09873788","5.59762605","6.76894368","7.65266176","8.72216267","10.20649339","8.45448922","10.22735059","8.06940292","12.69332419","12.88131848","9.50985513","16.41631937","","","",
"Bangladesh","BGD","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.38275261","1.79037106","2.23833022","2.49184324","2.62573653","2.49740232","2.76090203","3.17511404","3.2699285","3.53874588","4.24292302","4.63584024","4.65649141","5.1022343","5.48850732","5.61387656","6.14438538","","","",
"Bulgaria","BGR","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.27174488","67.18396259","87.91286595","118.84364516","138.53303846","159.49854216","163.76174839","201.38201398","252.36699808","247.12506234","267.77277696","300.93875305","283.80149018","308.82684573","351.95249842","290.91513485","309.68866212","","","",
"Bahrain","BHR","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","320.71087303","324.33853575","335.61775779","354.13473936","357.56996872","385.61628351","407.67151263","454.04432081","500.622975","501.83258824","501.42947986","503.57953325","634.63629042","694.71450853","716.34935402","732.39084492","674.61482823","","","",
"Bahamas, The","BHS","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","510.25546343","517.92105827","559.58622965","560.57717279","601.50189442","598.33135408","741.44656523","747.82080344","785.82982482","783.41637171","784.29851011","788.39396783","817.11863541","797.90054077","748.36001874","873.75076906","915.05807296","","","",
"Bosnia and Herzegovina","BIH","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.25684405","66.60404259","78.79318038","123.20331338","138.65038235","142.86715294","164.98979655","214.05294278","268.27286814","288.41743422","283.03578803","316.88635669","307.23214759","331.46096687","346.11385308","303.37163423","314.14053596","","","",
"Belarus","BLR","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.12307246","55.10333663","62.77962242","82.99376691","108.78141589","146.82422749","159.07768397","196.09860095","230.06263557","186.64573157","232.55771503","201.45837671","238.81990611","284.35185969","280.26385533","219.41770382","195.39595255","","","",
"Belize","BLZ","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.34628915","79.47584162","70.1732569","86.9730855","86.74460047","95.36371643","103.83863118","123.53932716","129.13625006","144.66328374","167.22523072","165.43219307","164.77649903","176.21243328","159.64931162","201.31619077","201.37145976","","","",
"Bermuda","BMU","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.6664593","25.78846944","24.462529","25.97157235","25.58455851","29.72257525","33.11385816","39.56974727","48.06282982","57.30942297","61.75839551","73.23678842","80.68237115","97.81717186","116.96147093","134.47969404","139.94933155","","","",
"Brazil","BRA","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.4629752","53.81078597","90.38476215","96.63732154","122.94449673","169.43815687","212.29487093","259.97848909","316.77673762","320.92125704","384.71030133","464.05188259","438.32888925","434.57935061","440.73990556","332.57741062","337.53355195","","","",
"Barbados","BRB","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","313.46604574","332.25107681","358.92887565","443.11044612","547.88137674","539.68978481","567.99707131","558.19101394","618.23533328","625.85745502","586.68971631","555.35567763","704.61849885","630.17403162","544.50134446","530.96790832","534.05178845","","","",
"Brunei Darussalam","BRN","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","427.94086459","386.57995416","395.47113346","443.88480713","514.43994931","540.55147083","558.54549905","612.99808421","709.21620938","671.11102241","737.11438543","802.18369527","803.92392302","766.97448267","736.72639874","702.45937361","598.64640615","","","",
"Bhutan","BTN","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.36730443","26.018002","26.58177815","26.28515128","30.91216205","30.14361873","30.23237628","41.27528987","38.98294799","42.85884073","50.29269504","54.68603727","55.73647978","56.43745793","56.81462716","67.65296848","67.54524033","","","",
"Botswana","BWA","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140.99469952","155.21879302","91.18593175","165.1924784","214.86838965","194.6337422","185.70519453","190.57747761","220.00374069","232.56877775","223.11399739","297.99583589","282.41396312","200.33655331","215.54421275","214.54595727","212.49957716","","","",
"Central African Republic","CAF","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.44613159","3.91148683","4.52010831","5.17419239","4.97337757","5.58494694","5.70724561","7.34228084","6.11875163","3.52706233","4.99496828","4.21799998","4.88752012","2.26793996","3.44612232","2.24072654","2.43144068","","","",
"Canada","CAN","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1456.24688481","1495.87304164","1558.30688088","1866.47435956","2128.91948551","2398.06581528","2696.41598338","3006.19604658","3202.83266631","3148.11883749","3640.65407499","3905.83289448","3944.04955113","3893.02741644","3704.85053801","3315.97970723","3274.28885079","","","",
"Central Europe and the Baltics","CEB","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163.186368672042","185.798200263509","221.368462038344","277.786024951073","324.469527172807","382.926680248365","424.110210367729","532.782868306788","683.06273544538","621.885560783933","628.957176837192","661.36283786528","612.330875678652","669.356893042681","679.155409640835","589.715461826719","613.553703963485","","","",
"Switzerland","CHE","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2078.7427801","2247.79888955","2598.96981686","3138.12051753","3494.59337396","3613.51525896","3565.22117929","3882.84561602","4557.88014448","4704.37300976","4955.00922546","5964.22136435","5901.22540305","6212.49308102","6332.32800814","6213.97692537","6174.8827024","","","",
"Channel Islands","CHI","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191.35238109","173.25153496","171.27956487","183.31236645","227.16158023","265.57349174","309.63957755","357.4135599","409.88405268","431.20453945","514.28345708","592.10647743","650.03793638","704.39198868","680.75882742","669.7866181","696.10409157","","","",
"China","CHN","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.30734328","10.07018588","12.5586497","15.89859261","19.26512834","23.70418978","28.74104702","38.14680624","59.11920847","80.87106512","97.44536162","127.82292467","158.02181989","187.23044615","211.30309571","236.41869552","231.09310258","","","",
"Cote d'Ivoire","CIV","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.20071053","4.61971994","5.32836774","6.15644243","7.10466758","6.79963212","7.32380382","8.64932138","10.34120136","11.22765411","9.88653216","10.25251635","13.27435266","15.75263427","13.65821052","16.46820651","17.41430403","","","",
"Cameroon","CMR","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.45171913","5.44881371","6.85184712","8.27584235","7.8180875","7.29992999","7.56451199","7.39071896","8.04026967","9.86216179","10.63291362","15.99663214","9.11872408","9.59209974","8.3590004","9.20075211","8.59672659","","","",
"Congo, Dem. Rep.","COD","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.799664","0.23868972","0.18369216","0.40148444","0.42616242","0.47177193","0.57441189","0.69368681","0.95424212","0.92952859","1.3251209","1.3720345","2.26284114","2.28303009","2.68334594","3.38871265","2.51409612","","","",
"Congo, Rep.","COG","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.78257811","8.84228406","4.22177238","5.51663633","6.14823525","7.72557223","11.64782647","12.93786795","30.99284332","14.06324433","24.80537044","22.56644252","31.27361289","35.3922604","34.7766532","26.61886261","29.75268907","","","",
"Colombia","COL","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105.98038581","103.56831308","99.60008007","102.9711927","105.34009923","135.3348619","154.93989355","189.04395832","224.39558029","234.3752068","275.5318296","292.17839317","309.63885407","306.15816636","294.29622878","230.961232","215.85247251","","","",
"Comoros","COM","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.92044794","4.85677458","7.79118235","8.90879754","9.18667466","8.40474358","8.15486912","8.26772302","7.66835239","6.40551761","6.07631443","14.36156337","7.17091323","8.48534874","8.34414645","7.88354557","8.58791988","","","",
"Cabo Verde","CPV","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.23092273","48.13845435","51.98194654","63.58435219","68.10641274","67.64699971","75.69947476","92.45863037","89.17276575","94.86336924","93.7644673","105.22009266","104.406242","108.9462151","107.76020674","107.49056677","90.32774422","","","",
"Costa Rica","CRI","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164.98680169","171.71766118","189.68003495","195.99724509","196.91678193","203.57869612","244.40297864","288.22463465","356.07590578","386.1822937","486.38827057","535.73991226","565.69061632","598.66610822","598.75253538","657.95797253","664.48444966","","","",
"Caribbean small states","CSS","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124.268727681789","117.474445852357","134.357478670864","136.21557189394","165.2255927928","172.93572726403","191.703895630653","211.744533701111","236.144498103982","233.462661859139","246.911185278119","257.962282382835","267.764197388718","285.901607349866","277.666427691603","314.662212056724","309.773449988622","","","",
"Cuba","CUB","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","151.00348533","160.60369684","171.42896575","180.26729167","185.37343924","280.7856541","330.59240093","512.35497485","553.38598207","618.8553336","550.77910241","616.47854972","518.12145353","617.76780583","772.56343274","878.5207501","869.70390267","","","",
"Curacao","CUW","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","312.84073578","331.47290952","400.5745421","486.29166818","507.28937188","533.7508956","595.54228975","686.05213211","904.38950795","902.81662941","944.51769685","1012.39191025","881.37459191","885.27954123","808.39111355","669.90891473","689.75294786","","","",
"Czech Republic","CZE","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","304.18498783","339.77447904","438.38212471","560.46039046","653.80276218","726.68377441","805.53871887","930.24390162","1173.89025696","1195.37961567","1142.1187846","1269.27130281","1159.09999182","1296.55383556","1249.22522703","1055.90972592","1082.12039344","","","",
"Germany","DEU","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1827.55571841","1831.82406631","1987.67961234","2433.51919104","2618.879578","2689.00260965","2776.65399024","3136.48948767","3496.21906491","3871.075052","3831.77132706","4176.6895467","3948.94504754","4269.11824862","4455.15160723","3884.4601508","3991.60343916","","","",
"Djibouti","DJI","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3418825","13.84871315","14.42789932","17.46509592","17.45815111","17.75280129","23.40152483","25.51332157","30.72672243","32.43350331","33.66389133","43.05110488","40.75456457","41.17475333","42.85357006","44.6418879","32.125314","","","",
"Dominica","DMA","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156.81046452","157.35557576","157.00852089","156.40596012","156.23347242","156.20403277","172.28311283","183.39629369","193.74694502","218.58194734","226.58823959","239.18661044","230.66598993","225.55011987","240.67836729","261.36022911","269.46938595","","","",
"Denmark","DNK","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2074.39913393","2170.75218637","2426.8539348","3026.66444776","3504.77799773","3720.54368225","4008.06871201","4577.48692282","5156.95134352","5254.76143543","5042.46168036","5251.77487517","5042.00475799","5254.99365695","5371.95224569","4604.26089816","4681.91165258","","","",
"Dominican Republic","DOM","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.86362706","49.3724677","48.78525755","26.37166122","28.03048891","53.55444263","56.73365752","77.60708407","104.88473395","114.67787097","135.14869065","157.12213064","165.08632363","169.32271963","158.85303051","160.03473635","189.38206082","","","",
"Algeria","DZA","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.11566517","50.69457539","49.81390243","57.84092965","65.72732209","69.49473236","79.5819329","104.94635278","148.39184103","147.01647693","158.69690267","202.09454375","243.53818732","234.61877049","257.71840655","204.68691585","176.26531566","","","",
"East Asia & Pacific (excluding high income)","EAP","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2718467818629","10.8007590579669","13.0803650647267","16.1788313232041","18.9654773041303","22.6179012529362","27.8995160746492","36.4064921392381","52.3359914688436","67.3680607384875","80.2750352227811","103.09040493408","125.394571014762","146.18028157288","163.200390396182","180.161274123684","177.950602019085","","","",
"Early-demographic dividend","EAR","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.8184487839906","29.8909820319862","26.3822253666938","29.0944589789393","33.3011026805251","37.4928696220448","42.9476099458997","50.5332756845289","57.2937307709674","59.6624188360908","67.281173667025","76.7043036035919","80.9669477657607","84.2711404156865","87.1331782801957","89.4782867228728","80.3087549423841","","","",
"East Asia & Pacific","EAS","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167.986604198811","155.831891710351","155.407097418807","173.330231552956","192.256156543773","201.101836746738","201.41381919364","218.296145421842","254.416301252307","289.859026726135","331.45173552424","415.358962001201","441.720553017636","417.985137237879","421.884908798938","412.99375496515","435.719611263921","","","",
"Europe & Central Asia (excluding high income)","ECA","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.5106548198231","57.3730313066279","70.3133192694405","88.979399182997","112.383127148764","143.379155283851","176.114746711339","226.169628171672","285.847095999397","253.006924287978","269.32075300475","301.032541023327","324.743969195767","343.810409700684","315.596005292668","234.552418722643","225.9558790701","","","",
"Europe & Central Asia","ECS","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","686.812157537611","712.124519821381","801.519535996996","997.857243092843","1153.4277934407","1232.80752816655","1328.03222575206","1522.99956740826","1703.33732448051","1682.87102668722","1665.71716181368","1795.59358019544","1717.4841655517","1823.5378186797","1859.68916068461","1609.5800174285","1624.96048047062","","","",
"Ecuador","ECU","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.94058374","23.89370995","30.85588652","40.7085209","46.92942754","50.85198911","60.90271166","80.10745055","97.70100417","112.97905941","148.67616683","194.69633484","238.33572874","266.5687071","284.56169264","260.83438931","258.40506161","","","",
"Egypt, Arab Rep.","EGY","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.51942309","24.63031273","23.16372987","16.91312505","17.25169777","20.28226464","25.282368","27.4057634","32.88902539","36.78003867","36.69676963","41.71577028","42.58538179","43.39016","48.66166172","55.42706756","38.37808087","","","",
"Euro area","EMU","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1313.62883206631","1351.01218780511","1496.12452294506","1875.23066466506","2133.78348413811","2245.11435411833","2388.23867859382","2704.34405520023","3042.07985648779","3100.70961999137","3016.72228730755","3205.05581225953","2990.50045044736","3137.12510913304","3206.8999279588","2750.08579920836","2861.61251810231","","","",
"Eritrea","ERI","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.30723176","2.98352314","3.30995665","3.00698357","3.46859719","1.82692833","1.88597776","2.98348565","0.8977823","4.91964414","2.54789177","3.28190176","4.20531474","2.23377802","2.82491264","3.27974323","8.73386654","","","",
"Spain","ESP","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","715.56951975","741.63576503","830.4941874","1164.25814225","1371.07895774","1474.62744455","1614.77053993","1882.49521459","2185.27617096","2197.10222809","2077.75821168","2138.99130975","1869.34725853","1868.22300321","1880.6813006","1676.43340875","1702.50733583","","","",
"Estonia","EST","Domestic general government health expenditure per capita (current US$)","SH.XPD.GHED.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159.24748666","167.76575073","190.62472457","267.45105261","336.24396635","388.48193805","449.46274681","629.95667797","791.72962836","743.23059785","687.40398244","760.86968055","771.54885426","863.43477551","932.54753639","838.18392802","893.89447902","","","",
